userId,movieId,tag,title,Directors,Principal,runtimeMinutes,category_Adventure,category_Action,category_Crime,category_Thriller,category_Animation,category_Children,category_Comedy,category_Fantasy,category_Romance,note
3629,8644,610,4502,94,4082,115,1,1,0,1,0,0,0,0,0,6
135155,3114,746,9386,3610,3887,92,1,0,0,0,1,1,1,1,0,6
7321,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,9
126527,1265,738,3871,1289,409,101,0,0,0,0,0,0,1,1,1,7
102646,3623,11,6091,1790,3882,123,1,1,0,1,0,0,0,0,0,4
72276,5010,82,1133,2864,2035,144,0,1,0,0,0,0,0,0,0,7
10443,161,734,2153,3437,1325,116,0,0,0,1,0,0,0,0,0,7
52636,1391,629,5846,3351,1598,106,0,1,0,0,0,0,1,0,0,5
130827,1246,458,2365,2719,3363,128,0,0,0,0,0,0,0,0,0,3
24425,3253,625,9878,2653,2798,94,0,0,0,0,0,0,1,0,0,5
3513,2640,707,8853,2825,709,143,1,1,0,0,0,0,0,0,0,5
66533,33679,53,6221,865,452,120,1,1,0,0,0,0,1,0,1,8
53799,2058,734,6447,991,3470,140,0,1,1,1,0,0,0,0,0,7
9545,1387,654,4831,3248,3416,124,0,1,0,0,0,0,0,0,0,9
116127,3256,741,6975,2744,1455,117,0,1,0,1,0,0,0,0,0,7
27041,442,290,2462,2187,3735,115,1,1,0,0,0,0,0,0,0,3
41281,95,11,1434,1790,1984,108,1,1,0,1,0,0,0,0,0,3
55726,5445,290,6059,3248,3882,145,0,1,1,1,0,0,0,0,0,7
46095,3108,356,3239,3316,1773,137,0,0,0,0,0,0,1,1,1,5
22205,2324,355,5382,2955,3359,116,0,0,0,0,0,0,1,0,1,5
60444,356,537,3353,2954,3887,142,0,0,0,0,0,0,1,0,1,8
71264,7147,696,1054,3351,1214,125,0,0,0,0,0,0,0,1,1,5
41818,3114,746,9386,3610,3887,92,1,0,0,0,1,1,1,1,0,6
24661,440,576,2310,1384,2224,110,0,0,0,0,0,0,1,0,1,5
6881,1090,82,7142,2559,631,120,0,0,0,0,0,0,0,0,0,6
70282,3608,590,6995,3351,3074,91,1,0,0,0,0,0,1,0,0,9
78740,1200,29,328,1436,3614,137,1,1,0,0,0,0,0,0,0,6
24661,1250,530,1407,750,4093,161,1,0,0,0,0,0,0,0,0,6
99386,1748,782,2283,94,3421,100,1,0,0,1,0,0,0,0,0,6
82134,923,371,1858,2572,2993,119,0,0,0,0,0,0,0,0,0,7
68183,1136,346,6162,3610,1401,91,1,0,0,0,0,0,1,1,0,8
92706,8961,707,4621,356,785,115,1,1,0,0,1,1,1,0,0,8
64882,10,0,3724,2259,3150,130,1,1,0,1,0,0,0,0,0,7
123514,367,317,5865,569,1863,101,0,1,1,0,0,0,1,1,0,5
38756,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,9
58987,508,25,7071,1816,3887,125,0,0,0,0,0,0,0,0,0,7
52685,1479,250,7898,2744,3977,116,0,1,0,1,0,0,0,0,1,3
102262,1923,287,9143,3610,547,119,0,0,0,0,0,0,1,0,1,3
76213,377,314,8539,1499,2169,116,0,1,0,1,0,0,0,0,1,5
60361,4865,644,3453,3610,1989,122,0,0,1,1,0,0,0,0,0,6
53272,1196,676,8637,1370,2565,124,1,1,0,0,0,0,0,0,0,5
41818,1221,280,3692,1022,59,202,0,0,1,0,0,0,0,0,0,9
101458,5502,29,8281,2155,2681,106,0,0,0,1,0,0,0,0,0,5
37145,1876,243,2436,2446,3322,120,0,0,0,1,0,0,0,0,0,6
18354,919,797,10119,3610,2058,102,1,0,0,0,0,1,0,1,0,8
34899,3408,74,2927,3247,2067,131,0,0,0,0,0,0,0,0,0,7
10989,2791,687,281,3610,3329,88,0,0,0,0,0,0,1,0,0,9
114299,3256,741,6975,2744,1455,117,0,1,0,1,0,0,0,0,0,5
132393,5945,431,174,102,1598,125,0,0,0,0,0,0,1,0,0,6
102098,1882,681,3699,2980,2637,139,0,1,0,1,0,0,0,0,0,2
103028,786,48,2924,569,277,115,0,1,0,1,0,0,0,0,0,0
67527,2657,181,7762,1639,3840,100,0,0,0,0,0,0,1,0,0,6
63643,1203,371,27,3143,1493,96,0,0,0,0,0,0,0,0,0,9
73293,3039,153,9392,1741,1070,116,0,0,0,0,0,0,1,0,0,6
27007,231,711,2752,3610,1863,107,1,0,0,0,0,0,1,0,0,4
63705,196,29,8536,2972,2889,108,0,0,0,0,0,0,0,0,0,6
130859,5679,361,7688,1206,2877,115,0,0,0,1,0,0,0,0,0,5
127486,1084,530,1274,240,4052,111,0,0,1,0,0,0,0,0,0,6
18354,1265,738,3871,1289,409,101,0,0,0,0,0,0,1,1,1,8
23180,8641,346,466,19,4077,94,0,0,0,0,0,0,1,0,0,6
99937,39,731,1930,130,118,97,0,0,0,0,0,0,1,0,1,3
77142,3210,731,3121,130,3539,90,0,0,0,0,0,0,1,0,1,9
52698,2329,592,408,3432,1094,119,0,0,1,0,0,0,0,0,0,7
52225,1641,107,3481,2671,3314,91,0,0,0,0,0,0,1,0,0,5
50943,5956,776,3529,2267,2378,167,0,0,1,0,0,0,0,0,0,6
24816,1466,440,2634,2438,59,127,0,0,1,0,0,0,0,0,0,5
47120,1339,280,2686,1022,1315,128,0,0,0,1,0,0,0,1,1,5
9197,4002,21,7135,1732,3697,93,0,0,0,0,0,0,1,0,0,5
72838,260,676,8636,1149,2565,121,1,1,0,0,0,0,0,0,0,4
41818,34048,29,9834,3248,3882,116,1,1,0,1,0,0,0,0,0,9
22727,2302,418,6330,1827,1911,120,0,0,0,0,0,0,1,0,0,7
102098,6947,530,5870,2719,3428,138,1,0,0,0,0,0,0,0,0,6
110190,2000,314,5352,2825,2681,109,0,1,1,0,0,0,1,0,0,7
35004,1198,19,7450,3248,1455,115,1,1,0,0,0,0,0,0,0,9
51227,3717,121,3732,836,2931,118,0,1,1,0,0,0,0,0,0,2
102845,2245,308,10162,2439,2683,113,0,0,0,0,0,0,1,0,1,3
66226,2294,42,536,3610,4108,83,1,0,0,0,1,1,1,1,0,7
27469,1909,645,10189,2869,889,121,0,1,1,1,0,0,0,0,0,4
903,235,538,2804,3351,1989,127,0,0,0,0,0,0,1,0,0,7
42032,4370,611,159,3248,1440,146,1,0,0,0,0,0,0,0,0,7
119013,5816,241,4017,507,842,161,1,0,0,0,0,0,0,1,0,7
31753,3006,754,4667,2375,3428,157,0,0,0,1,0,0,0,0,0,5
67830,253,765,4693,2491,452,123,0,0,0,0,0,0,0,0,0,1
9490,3753,349,6977,2980,2681,165,0,1,0,0,0,0,0,0,0,7
67352,3254,625,9879,3208,2798,95,0,0,0,0,0,0,1,0,0,4
69793,5445,290,6059,3248,3882,145,0,1,1,1,0,0,0,0,0,5
67075,3471,29,1917,3248,3263,138,1,0,0,0,0,0,0,0,0,2
115496,4975,226,9700,439,3882,136,0,0,0,1,0,0,0,0,1,5
58802,903,352,9726,108,1666,128,0,0,0,1,0,0,0,0,1,9
55410,1676,291,8651,2639,581,129,0,1,0,0,0,0,0,0,0,5
20180,55820,149,6574,3610,3907,122,0,0,1,0,0,0,0,0,0,9
51227,32,290,9512,3316,518,129,0,0,0,1,0,0,0,0,0,7
132509,1673,567,1277,2638,2574,155,0,0,0,0,0,0,0,0,0,6
132947,5528,585,6755,2239,3363,96,0,0,0,1,0,0,0,0,0,7
74136,593,644,8282,1816,1896,118,0,0,1,1,0,0,0,0,0,6
27054,3911,219,994,554,1280,90,0,0,0,0,0,0,1,0,0,9
28651,5010,82,1133,2864,2035,144,0,1,0,0,0,0,0,0,0,7
9087,10,0,3724,2259,3150,130,1,1,0,1,0,0,0,0,0,5
121894,903,352,9726,108,1666,128,0,0,0,1,0,0,0,0,1,7
46095,1333,352,1110,108,3367,119,0,0,0,1,0,0,0,0,0,7
5393,912,371,1652,2354,1541,102,0,0,0,0,0,0,0,0,1,9
53346,16,523,1656,2267,3319,178,0,0,1,0,0,0,0,0,0,9
68796,1230,602,520,3560,4108,93,0,0,0,0,0,0,1,0,1,6
132187,1584,678,2042,2954,1896,150,0,0,0,0,0,0,0,0,0,7
119677,104,312,3981,811,26,92,0,0,0,0,0,0,1,0,0,9
52877,2699,683,564,1040,1774,109,0,0,0,0,0,0,1,0,0,5
95993,1777,615,9899,1035,26,97,0,0,0,0,0,0,1,0,1,3
61496,3809,584,9926,1043,409,99,0,0,0,0,0,0,1,0,0,5
131588,4975,226,9700,439,3882,136,0,0,0,1,0,0,0,0,1,6
103028,5464,265,7721,3043,3887,117,0,0,1,0,0,0,0,0,0,6
78356,2599,345,2837,102,2637,103,0,0,0,0,0,0,1,0,0,7
58177,1527,291,3180,2130,518,126,1,1,0,0,0,0,1,0,0,3
76737,5989,74,1682,3248,2378,141,0,0,1,0,0,0,0,0,0,9
114270,6365,267,5886,3610,2169,138,1,1,0,1,0,0,0,0,0,6
46095,51255,107,4299,902,3621,121,0,1,1,0,0,0,1,0,0,6
73611,5418,690,1317,865,1263,119,0,1,0,1,0,0,0,0,0,9
56083,1377,193,840,3351,2733,126,0,1,1,0,0,0,0,0,0,9
102038,4973,370,391,1546,301,122,0,0,0,0,0,0,1,0,1,7
32514,5902,12,205,3165,2931,115,0,0,0,0,0,0,1,0,1,6
10292,1197,346,7293,2878,577,98,1,1,0,0,0,0,1,1,1,6
10164,3698,598,7851,2630,277,101,0,1,0,0,0,0,0,0,0,7
98541,3255,66,5301,2654,3887,128,0,0,0,0,0,0,1,0,0,7
26067,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,8
14430,353,193,2178,94,458,102,0,1,1,1,0,0,0,1,0,8
35004,2115,533,4632,3248,1455,118,1,1,0,0,0,0,0,1,0,5
102038,44195,624,9076,1515,8,92,0,0,0,0,0,0,1,0,0,6
65670,589,290,9051,1436,277,137,0,1,0,0,0,0,0,0,0,8
35352,608,149,3111,3610,4092,98,0,0,1,1,0,0,1,0,0,9
58802,589,290,9051,1436,277,137,0,1,0,0,0,0,0,0,0,9
100712,8874,107,8185,902,3621,99,0,0,0,0,0,0,1,0,0,7
68063,6539,551,7122,1206,1989,143,1,1,0,0,0,0,1,1,0,5
107356,2288,29,9174,1700,2288,109,0,1,0,1,0,0,0,0,0,7
104347,2953,140,4242,507,2490,120,0,0,0,0,0,1,1,0,0,5
73611,3160,482,5716,2638,3882,188,0,0,0,0,0,0,0,0,0,6
32632,1089,351,7608,2766,1461,99,0,0,1,1,0,0,0,0,0,8
114095,208,291,9866,1979,2219,135,1,1,0,0,0,0,0,0,0,3
63046,3552,153,1552,1289,644,98,0,0,0,0,0,0,1,0,0,7
6921,5349,707,8550,3047,3868,121,1,1,0,1,0,0,0,0,0,4
104347,2671,615,6631,2974,1529,124,0,0,0,0,0,0,1,0,1,5
71170,5945,431,174,102,1598,125,0,0,0,0,0,0,1,0,0,7
42032,2628,676,8633,1149,1214,136,1,1,0,0,0,0,0,0,0,4
12802,1527,291,3180,2130,518,126,1,1,0,0,0,0,1,0,0,5
113336,1200,29,328,1436,3614,137,1,1,0,0,0,0,0,0,0,7
53930,1080,404,6164,3318,1401,94,0,0,0,0,0,0,1,0,0,7
122704,6874,97,5033,2766,3972,111,0,1,1,1,0,0,0,0,0,9
91067,1918,645,5355,2825,2681,127,0,1,1,1,0,0,1,0,0,5
4967,3255,66,5301,2654,3887,128,0,0,0,0,0,0,1,0,0,7
55651,3527,29,7246,1753,277,107,0,1,0,1,0,0,0,0,0,8
127138,474,638,4595,3557,744,128,0,1,0,1,0,0,0,0,0,9
70201,2890,330,9228,769,1337,114,1,1,0,0,0,0,1,0,0,6
71264,2539,440,460,1289,3319,103,0,0,0,0,0,0,1,0,0,5
95501,1291,751,4631,3248,1455,127,1,1,0,0,0,0,0,0,0,7
59373,2542,294,5492,1257,1719,107,0,0,1,1,0,0,1,0,0,6
71121,8784,375,3535,3588,4144,102,0,0,0,0,0,0,1,0,1,6
107572,1199,235,1366,3316,2015,132,0,0,0,0,0,0,0,1,0,7
23061,2746,487,5469,1043,3287,94,0,0,0,0,0,0,1,0,0,7
91626,6947,530,5870,2719,3428,138,1,0,0,0,0,0,0,0,0,7
7201,1258,512,8214,3177,1598,146,0,0,0,0,0,0,0,0,0,5
98206,2671,615,6631,2974,1529,124,0,0,0,0,0,0,1,0,1,6
63031,3911,219,994,554,1280,90,0,0,0,0,0,0,1,0,0,9
72465,2985,291,7737,2639,3136,102,0,1,1,1,0,0,0,0,0,5
10649,1777,615,9899,1035,26,97,0,0,0,0,0,0,1,0,1,5
80276,3489,547,4265,3248,1049,142,1,0,0,0,0,0,1,1,0,3
104824,2571,235,5888,3610,2169,136,0,1,0,1,0,0,0,0,0,6
60361,919,797,10119,3610,2058,102,1,0,0,0,0,1,0,1,0,9
14519,16,523,1656,2267,3319,178,0,0,1,0,0,0,0,0,0,6
84111,6323,756,4522,1463,1942,90,0,0,1,1,0,0,0,0,0,3
80141,1307,615,9956,2878,419,95,0,0,0,0,0,0,1,0,1,5
107324,2021,629,2758,754,2289,137,1,0,0,0,0,0,0,0,0,5
99937,6934,753,5887,3610,2169,129,1,1,0,1,0,0,0,0,0,7
68341,3911,219,994,554,1280,90,0,0,0,0,0,0,1,0,0,8
114544,2599,345,2837,102,2637,103,0,0,0,0,0,0,1,0,0,5
119677,1912,343,6846,3247,1337,123,0,0,1,1,0,0,1,0,1,7
46545,1608,638,276,3557,1455,124,0,1,0,1,0,0,0,0,0,7
128047,196,29,8536,2972,2889,108,0,0,0,0,0,0,0,0,0,4
56504,520,687,7733,2318,577,104,0,0,0,0,0,0,1,0,0,1
60814,8961,707,4621,356,785,115,1,1,0,0,1,1,1,0,0,8
98909,6539,551,7122,1206,1989,143,1,1,0,0,0,0,1,1,0,7
129805,1641,107,3481,2671,3314,91,0,0,0,0,0,0,1,0,0,5
56504,2763,343,9208,1753,3150,113,0,1,0,0,0,0,0,0,0,8
46645,8644,610,4502,94,4082,115,1,1,0,1,0,0,0,0,0,7
21186,4447,308,5317,2926,3232,96,0,0,0,0,0,0,1,0,1,5
43451,4571,290,1087,3198,2169,90,1,0,0,0,0,0,1,0,0,4
105580,903,352,9726,108,1666,128,0,0,0,1,0,0,0,0,1,7
79601,2616,68,2533,3504,4052,105,0,1,1,0,0,0,0,0,0,5
90861,4002,21,7135,1732,3697,93,0,0,0,0,0,0,1,0,0,7
96684,1466,440,2634,2438,59,127,0,0,1,0,0,0,0,0,0,7
85662,8665,250,1319,2620,2628,108,0,1,1,1,0,0,0,0,0,6
103254,7147,696,1054,3351,1214,125,0,0,0,0,0,0,0,1,1,6
90500,4643,604,7140,3351,2574,120,1,1,0,0,0,0,0,0,0,3
15529,7361,456,2946,2412,1863,108,0,0,0,0,0,0,0,0,1,7
60923,1278,687,10243,2318,1328,106,0,0,0,0,0,0,1,1,0,7
103470,1676,291,8651,2639,581,129,0,1,0,0,0,0,0,0,0,5
3576,36,197,2361,3360,3730,122,0,0,1,0,0,0,0,0,0,5
5352,3826,681,4227,2639,2215,112,0,0,0,1,0,0,0,0,0,5
113487,1089,351,7608,2766,1461,99,0,0,1,1,0,0,0,0,0,9
45406,2012,290,729,2954,2726,118,1,0,0,0,0,0,1,0,0,3
10292,3252,527,7995,2258,59,156,0,0,0,0,0,0,0,0,0,5
71170,33679,53,6221,865,452,120,1,1,0,0,0,0,1,0,1,7
82418,4720,713,6833,78,2932,101,0,0,0,1,0,0,0,0,0,5
12793,1288,612,9201,2878,3304,82,0,0,0,0,0,0,1,0,0,7
112203,1208,280,547,1022,2595,147,0,1,0,0,0,0,0,0,0,4
43217,1500,351,3870,1136,1942,107,0,0,1,0,0,0,1,0,1,5
119963,2080,213,5176,3610,325,76,0,0,0,0,1,1,1,0,1,7
65182,2763,343,9208,1753,3150,113,0,1,0,0,0,0,0,0,0,1
108186,3039,153,9392,1741,1070,116,0,0,0,0,0,0,1,0,0,3
13494,2291,192,2825,3351,1989,105,0,0,0,0,0,0,0,1,1,8
2261,1270,290,727,2954,2726,116,1,0,0,0,0,0,1,0,0,7
56257,34048,29,9834,3248,3882,116,1,1,0,1,0,0,0,0,0,3
99754,2001,11,5353,2825,2681,114,0,1,1,0,0,0,1,0,0,7
16551,1090,82,7142,2559,631,120,0,0,0,0,0,0,0,0,0,6
10761,1214,29,323,2864,3614,117,0,0,0,0,0,0,0,0,0,7
66649,1393,538,4849,439,3882,139,0,0,0,0,0,0,0,0,1,6
122436,2710,336,1168,3610,1468,81,0,0,0,1,0,0,0,0,0,7
10649,3703,568,7716,1154,2681,96,1,1,0,0,0,0,0,0,0,5
20294,2291,192,2825,3351,1989,105,0,0,0,0,0,0,0,1,1,7
106441,1556,171,8540,1499,3476,121,0,1,0,1,0,0,0,0,1,3
122704,49272,1,1659,2259,835,144,1,1,0,1,0,0,0,0,0,9
84558,1356,675,8628,1817,3042,111,1,1,0,1,0,0,0,0,0,7
1185,1213,523,3764,2267,3319,145,0,0,1,0,0,0,0,0,0,8
45015,3911,219,994,554,1280,90,0,0,0,0,0,0,1,0,0,7
6630,2409,268,7763,3284,3735,119,0,1,0,0,0,0,0,0,0,5
108248,1923,287,9143,3610,547,119,0,0,0,0,0,0,1,0,1,5
614,596,213,7110,3610,979,88,0,0,0,0,1,1,0,1,0,6
88821,110,349,1365,2321,2681,178,0,1,0,0,0,0,0,0,0,7
59477,110,349,1365,2321,2681,178,0,1,0,0,0,0,0,0,0,8
132039,3210,731,3121,130,3539,90,0,0,0,0,0,0,1,0,1,8
20028,2291,192,2825,3351,1989,105,0,0,0,0,0,0,0,1,1,9
54057,920,142,3733,3610,731,238,0,0,0,0,0,0,0,0,1,8
137885,377,314,8539,1499,2169,116,0,1,0,1,0,0,0,0,1,5
80987,1573,11,3044,1790,1984,138,0,1,1,1,0,0,0,0,0,3
81000,786,48,2924,569,277,115,0,1,0,1,0,0,0,0,0,5
115226,410,114,207,263,205,94,0,0,0,0,0,1,1,1,0,5
103028,1721,435,9302,1436,2378,194,0,0,0,0,0,0,0,0,1,6
82764,1544,208,5579,3248,1777,129,1,1,0,1,0,0,0,0,0,7
775,1358,531,8373,318,415,135,0,0,0,0,0,0,0,0,0,7
14506,2706,731,417,3610,1716,95,0,0,0,0,0,0,1,0,1,5
60911,4558,48,9530,1384,277,107,0,0,0,0,0,0,1,0,0,4
105498,3363,667,405,1149,3263,110,0,0,0,0,0,0,1,0,0,5
9720,920,142,3733,3610,731,238,0,0,0,0,0,0,0,0,1,7
29056,2712,648,3033,3177,3882,159,0,0,0,1,0,0,0,0,0,7
92516,3578,537,3656,2864,3428,155,1,1,0,0,0,0,0,0,0,9
17127,3785,687,7986,1937,211,88,0,0,0,0,0,0,1,0,0,5
90186,1645,205,2512,3305,2169,144,0,0,0,1,0,0,0,0,0,6
62812,1198,19,7450,3248,1455,115,1,1,0,0,0,0,0,0,0,7
119791,6874,97,5033,2766,3972,111,0,1,1,1,0,0,0,0,0,4
40008,5989,74,1682,3248,2378,141,0,0,1,0,0,0,0,0,0,6
76540,10,0,3724,2259,3150,130,1,1,0,1,0,0,0,0,0,3
120666,4886,474,6155,3610,419,92,1,0,0,0,1,1,1,1,0,9
34651,1562,76,834,1680,277,125,1,1,0,1,0,0,0,1,0,7
50567,1805,556,10053,1752,2215,108,0,0,1,1,0,0,0,0,0,1
104141,3256,741,6975,2744,1455,117,0,1,0,1,0,0,0,0,0,5
121870,3176,518,8969,206,2628,139,0,0,0,1,0,0,0,0,0,7
67546,953,371,4773,1034,1666,130,0,0,0,0,0,0,0,1,1,3
96859,208,291,9866,1979,2219,135,1,1,0,0,0,0,0,0,0,5
63071,2959,494,3184,728,452,139,0,1,1,1,0,0,0,0,0,7
116317,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,7
108223,1291,751,4631,3248,1455,127,1,1,0,0,0,0,0,0,0,7
130767,2890,330,9228,769,1337,114,1,1,0,0,0,0,1,0,0,6
14977,4979,519,7818,3510,1325,110,0,0,0,0,0,0,1,0,0,5
99342,1221,280,3692,1022,59,202,0,0,1,0,0,0,0,0,0,5
66401,4979,519,7818,3510,1325,110,0,0,0,0,0,0,1,0,0,7
15720,293,351,5661,2130,1749,110,0,1,1,1,0,0,0,0,0,7
12950,590,495,2263,1969,2219,181,1,0,0,0,0,0,0,0,0,5
96925,1288,612,9201,2878,3304,82,0,0,0,0,0,0,1,0,0,9
105040,231,711,2752,3610,1863,107,1,0,0,0,0,0,1,0,0,7
34402,919,797,10119,3610,2058,102,1,0,0,0,0,1,0,1,0,6
117259,1918,645,5355,2825,2681,127,0,1,1,1,0,0,1,0,0,6
18611,5266,718,6904,728,1896,112,0,0,0,1,0,0,0,0,0,7
138072,3578,537,3656,2864,3428,155,1,1,0,0,0,0,0,0,0,7
4276,1375,675,8624,2082,4102,105,1,1,0,0,0,0,0,0,0,4
94377,3555,805,9566,1828,2644,116,0,1,0,1,0,0,0,0,0,6
7201,2355,158,1486,3610,2232,95,1,0,0,0,1,1,1,0,0,7
69473,5995,405,7082,2986,38,150,0,0,0,0,0,0,0,0,0,7
100134,2193,258,10064,2988,3977,126,1,1,0,0,0,0,0,1,0,2
33736,2407,29,1943,2988,1007,117,0,0,0,0,0,0,1,0,0,6
41281,150,677,549,2988,3887,140,1,0,0,0,0,0,0,0,0,5
6873,3087,140,8024,2825,409,101,0,0,0,0,0,0,1,1,1,7
58213,3418,801,9134,2864,3730,130,1,0,1,0,0,0,0,0,0,6
51526,5528,585,6755,2239,3363,96,0,0,0,1,0,0,0,0,0,7
77007,442,290,2462,2187,3735,115,1,1,0,0,0,0,0,0,0,3
16865,2890,330,9228,769,1337,114,1,1,0,0,0,0,1,0,0,6
119048,2746,487,5469,1043,3287,94,0,0,0,0,0,0,1,0,0,8
43209,4447,308,5317,2926,3232,96,0,0,0,0,0,0,1,0,1,4
88858,2470,56,2160,2679,3062,97,1,0,0,0,0,0,1,0,0,5
105040,344,317,190,3413,1863,86,0,0,0,0,0,0,1,0,0,7
3171,2916,291,9364,2639,277,113,1,1,0,1,0,0,0,0,0,5
26708,2959,494,3184,728,452,139,0,1,1,1,0,0,0,0,0,7
119271,3702,430,5687,1154,2681,88,1,1,0,0,0,0,0,0,0,6
26885,2001,11,5353,2825,2681,114,0,1,1,0,0,0,1,0,0,5
64271,5388,563,4672,564,59,118,0,1,1,1,0,0,0,0,0,7
128258,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,8
44296,367,317,5865,569,1863,101,0,1,1,0,0,0,1,1,0,6
114043,3994,713,9586,2155,518,106,0,0,0,0,0,0,0,0,0,5
100169,3020,774,3076,1680,2717,113,0,1,0,0,0,0,0,0,0,0
35945,32587,68,8310,3610,2788,124,0,1,1,1,0,0,0,0,0,5
116498,5060,311,5663,2888,1020,116,0,0,0,0,0,0,1,0,0,6
134773,1222,82,3480,3177,2646,116,0,0,0,0,0,0,0,0,0,7
119271,3105,225,680,2654,3319,121,0,0,0,0,0,0,0,0,0,5
137277,4306,529,8255,3610,2798,90,1,0,0,0,1,1,1,1,1,7
90938,1573,11,3044,1790,1984,138,0,1,1,1,0,0,0,0,0,5
10012,39,731,1930,130,118,97,0,0,0,0,0,0,1,0,1,7
51199,6539,551,7122,1206,1989,143,1,1,0,0,0,0,1,1,0,6
108028,4002,21,7135,1732,3697,93,0,0,0,0,0,0,1,0,0,4
86676,1193,537,6753,2444,1598,133,0,0,0,0,0,0,0,0,0,9
130827,4896,241,4023,507,842,152,1,0,0,0,0,1,0,1,0,7
92011,508,25,7071,1816,3887,125,0,0,0,0,0,0,0,0,0,7
85662,1265,738,3871,1289,409,101,0,0,0,0,0,0,1,1,1,7
52439,1333,352,1110,108,3367,119,0,0,0,1,0,0,0,0,0,5
55420,2023,280,3693,1022,59,162,0,0,1,1,0,0,0,0,0,7
67283,2628,676,8633,1149,1214,136,1,1,0,0,0,0,0,0,0,8
74028,21,469,3582,263,1325,105,0,0,1,1,0,0,1,0,0,5
35352,4848,464,6265,754,2877,147,0,0,1,1,0,0,0,0,0,3
13666,3752,231,5915,3610,1863,116,1,0,0,0,0,0,1,0,0,5
62800,6537,290,9052,1828,277,109,1,1,0,0,0,0,0,0,0,6
98213,4973,370,391,1546,301,122,0,0,0,0,0,0,1,0,1,1
96600,3006,754,4667,2375,3428,157,0,0,0,1,0,0,0,0,0,7
52116,3793,491,10191,420,3042,104,1,1,0,0,0,0,0,0,0,4
44492,778,228,9401,689,1214,93,0,0,1,0,0,0,1,0,0,8
100669,3996,808,2176,182,658,120,0,1,0,0,0,0,0,0,1,5
14032,508,25,7071,1816,3887,125,0,0,0,0,0,0,0,0,0,7
26062,318,578,8186,1036,3848,142,0,0,1,0,0,0,0,0,0,9
26277,903,352,9726,108,1666,128,0,0,0,1,0,0,0,0,1,9
27673,4246,308,1411,3124,3243,97,0,0,0,0,0,0,1,0,1,5
129159,2081,213,5454,3610,1894,83,0,0,0,0,1,1,1,0,1,4
131275,1291,751,4631,3248,1455,127,1,1,0,0,0,0,0,0,0,9
116,1371,675,8632,2950,4102,143,1,0,0,0,0,0,0,0,0,1
116287,1220,487,1241,1741,1931,133,0,1,0,0,0,0,1,0,0,6
115087,1407,361,8016,3512,2911,111,0,0,0,1,0,0,1,0,0,7
8805,1345,361,1643,378,3629,98,0,0,0,1,0,0,0,1,0,5
102159,4558,48,9530,1384,277,107,0,0,0,0,0,0,1,0,0,3
110227,466,544,4305,1624,631,86,0,1,0,0,0,0,1,0,0,2
21861,2985,291,7737,2639,3136,102,0,1,1,1,0,0,0,0,0,9
27531,1407,361,8016,3512,2911,111,0,0,0,1,0,0,1,0,0,5
113209,3868,687,6405,791,2386,85,0,1,1,0,0,0,1,0,1,6
33092,95,11,1434,1790,1984,108,1,1,0,1,0,0,0,0,0,4
92269,3702,430,5687,1154,2681,88,1,1,0,0,0,0,0,0,0,6
131961,10,0,3724,2259,3150,130,1,1,0,1,0,0,0,0,0,5
119963,2701,71,10055,263,4082,106,0,1,0,0,0,0,1,0,0,4
99524,3082,1,10164,2336,3150,128,1,1,0,1,0,0,0,0,0,7
119677,292,779,6853,3557,1049,127,0,1,0,1,0,0,0,0,0,7
116556,2490,776,6987,383,2681,100,0,1,0,1,0,0,0,0,0,7
90525,2987,122,10012,2954,439,104,1,0,1,0,1,1,1,1,0,5
15701,59315,707,4735,1795,3321,126,1,1,0,0,0,0,0,0,0,4
137501,1617,371,5158,622,2232,138,0,0,1,1,0,0,0,0,0,5
131746,1371,675,8632,2950,4102,143,1,0,0,0,0,0,0,0,0,5
63828,2890,330,9228,769,1337,114,1,1,0,0,0,0,1,0,0,6
12044,3809,584,9926,1043,409,99,0,0,0,0,0,0,1,0,0,3
76625,1673,567,1277,2638,2574,155,0,0,0,0,0,0,0,0,0,8
86676,3527,29,7246,1753,277,107,0,1,0,1,0,0,0,0,0,9
15203,2858,462,395,3043,2232,122,0,0,0,0,0,0,1,0,0,3
39766,1201,331,3757,3111,744,161,1,1,0,0,0,0,0,0,0,7
69378,733,314,7751,2338,3531,136,1,1,0,1,0,0,0,0,0,5
4914,3948,153,5941,1523,364,108,0,0,0,0,0,0,1,0,0,9
125978,5902,12,205,3165,2931,115,0,0,0,0,0,0,1,0,1,9
85662,590,495,2263,1969,2219,181,1,0,0,0,0,0,0,0,0,8
89307,1962,537,2725,397,2852,99,0,0,0,0,0,0,0,0,0,3
119661,904,352,7514,108,1666,112,0,0,0,1,0,0,0,0,0,9
72276,1676,291,8651,2639,581,129,0,1,0,0,0,0,0,0,0,6
79967,95,11,1434,1790,1984,108,1,1,0,1,0,0,0,0,0,3
20180,1240,235,9054,1436,277,107,0,1,0,1,0,0,0,0,0,9
94985,1610,741,4414,1753,3531,135,1,1,0,1,0,0,0,0,0,7
74937,924,678,65,3177,2173,149,1,0,0,0,0,0,0,0,0,0
